id,name,parent_id,parent_name,root_id,root_name,suggested_ip_type
67,Classic Town,50.0,Town,50,Town,Original
55,Coast Guard,52.0,City,50,Town,Original
71,Coast Guard,67.0,Classic Town,50,Town,Original
96,Coast Guard,94.0,Town Jr.,50,Town,Original
107,Coast Guard,105.0,World City,50,Town,Original
56,Construction,52.0,City,50,Town,Original
72,Construction,67.0,Classic Town,50,Town,Original
97,Construction,94.0,Town Jr.,50,Town,Original
86,Divers,50.0,Town,50,Town,Original
87,Extreme Team,50.0,Town,50,Town,Original
57,Farm,52.0,City,50,Town,Original
73,Farm,67.0,Classic Town,50,Town,Original
58,Fire,52.0,City,50,Town,Original
74,Fire,67.0,Classic Town,50,Town,Original
98,Fire,94.0,Town Jr.,50,Town,Original
108,Fire,105.0,World City,50,Town,Original
75,Food & Drink,67.0,Classic Town,50,Town,Original
99,Gas Station,94.0,Town Jr.,50,Town,Original
59,Harbor,52.0,City,50,Town,Original
77,Harbor,67.0,Classic Town,50,Town,Original
60,Hospital,52.0,City,50,Town,Original
78,Hospital,67.0,Classic Town,50,Town,Original
614,Jungle,52.0,City,50,Town,Original
88,Launch Command,50.0,Town,50,Town,Original
679,Mars Exploration,52.0,City,50,Town,Original
64,Off-Road,52.0,City,50,Town,Original
79,Off-Road,67.0,Classic Town,50,Town,Original
89,Outback,50.0,Town,50,Town,Original
90,Paradisa,50.0,Town,50,Town,Original
61,Police,52.0,City,50,Town,Original
80,Police,67.0,Classic Town,50,Town,Original
100,Police,94.0,Town Jr.,50,Town,Original
111,Police,105.0,World City,50,Town,Original
81,Post Office,67.0,Classic Town,50,Town,Original
82,Race,67.0,Classic Town,50,Town,Original
91,Race,50.0,Town,50,Town,Original
101,Race,94.0,Town Jr.,50,Town,Original
83,Recreation,67.0,Classic Town,50,Town,Original
92,Res-Q,50.0,Town,50,Town,Original
93,Space Port,50.0,Town,50,Town,Original
76,Station,67.0,Classic Town,50,Town,Original
62,Supplemental,52.0,City,50,Town,Original
84,Supplemental,67.0,Classic Town,50,Town,Original
102,Supplemental,94.0,Town Jr.,50,Town,Original
50,Town,,,50,Town,Original
94,Town Jr.,50.0,Town,50,Town,Original
104,Town Plan,50.0,Town,50,Town,Original
63,Traffic,52.0,City,50,Town,Original
85,Traffic,67.0,Classic Town,50,Town,Original
103,Traffic,94.0,Town Jr.,50,Town,Original
66,Trains,52.0,City,50,Town,Original
105,World City,50.0,Town,50,Town,Original
275,Toy Story,,,275,Toy Story,Licensed
234,12V,233.0,Train,233,Train,Original
242,12V,241.0,Supplemental,233,Train,Original
235,4.5V,233.0,Train,233,Train,Original
243,4.5V,241.0,Supplemental,233,Train,Original
236,9V,233.0,Train,233,Train,Original
244,9V,241.0,Supplemental,233,Train,Original
237,My Own Creation,236.0,9V,233,Train,Original
238,My Own Train,236.0,9V,233,Train,Original
240,RC Train,233.0,Train,233,Train,Original
245,RC Train,241.0,Supplemental,233,Train,Original
241,Supplemental,233.0,Train,233,Train,Original
233,Train,,,233,Train,Original
239,World City,236.0,9V,233,Train,Original
682,Trolls: World Tour,,,682,Trolls: World Tour,Licensed
625,Unikitty!,,,625,Unikitty!,Original
466,Airport,465.0,Universal Building Set,465,Universal Building Set,Original
467,Basic,465.0,Universal Building Set,465,Universal Building Set,Original
468,Basic Model,465.0,Universal Building Set,465,Universal Building Set,Original
469,Basic Set,465.0,Universal Building Set,465,Universal Building Set,Original
470,Classic Basic,465.0,Universal Building Set,465,Universal Building Set,Original
471,Ferries,465.0,Universal Building Set,465,Universal Building Set,Original
472,Gears,465.0,Universal Building Set,465,Universal Building Set,Original
473,Supplemental,465.0,Universal Building Set,465,Universal Building Set,Original
465,Universal Building Set,,,465,Universal Building Set,Original
560,Universe,,,560,Universe,Original
559,Value Packs,,,559,Value Packs,Original
474,Vikings,,,474,Vikings,Original
476,Cowboys,475.0,Western,475,Western,Original
477,Indians,475.0,Western,475,Western,Original
475,Western,,,475,Western,Original
478,X-Pod,,,478,X-Pod,Original
646,Xtra,,,646,Xtra,Original
480,Znap,,,480,Znap,Original
